pmid,score,title,date,journal,pubtype,abstract,chemicals,topics,keywords,meshterms
36359004,7.602801715454067,Emerging Drug Targets for Endometriosis.,14-11-2022,Biomolecules,"Journal Article,Review,Research Support, Non-U.S. Gov't","Endometriosis is a chronic inflammatory disease causing distressing symptoms and requiring a life-long management strategy. The objective of this review is to evaluate endometriosis-related pathways and identify novel therapies to treat it. We focused on the crucial role of inflammation and inflammatory molecules in order to define new perspectives for non-hormonal treatment of the disease by targeting inflammation, nuclear factor kappa B and cytokines, or reactive oxygen species, apoptotic and autophagic pathways, regulators of epithelial-mesenchymal transition, and angiogenesis and neuroangiogenesis. Novel non-steroidal therapies targeting these pathways for endometriosis were explored, but multiple challenges remain. While numerous agents have been investigated in preclinical trials, few have reached the clinical testing stage because of use of inappropriate animal models, with no proper study design or reporting of preclinical strategies. Targeting estrogens is still the best way to control endometriosis progression and inflammation.","Estrogens,Cytokines",,"GnRH antagonist,cytokines,endometriosis,estrogens,inflammation,oxidative stress,progesterone resistance,reactive oxygen species (ROS)","Humans,Female,Animals,Endometriosis,Estrogens,Inflammation,Neovascularization, Pathologic,Cytokines"
35814833,7.602330761854483,Tumor metabolic reprogramming in lung cancer progression.,16-07-2022,Oncology letters,"Journal Article,Review","Metabolic reprogramming is an important characteristic of tumor cells. Tumor cells reprogram their metabolic pathways to meet the material, energy and redox force needs for rapid proliferation. Metabolic reprogramming changes the level or type of specific metabolites inside and outside cells, and promotes tumor growth by affecting gene expression, cell state and the tumor microenvironment. Glucose metabolism, glutamine metabolism and lipid metabolism are significant metabolic pathways in tumors. Targeting metabolic reprogramming can significantly inhibit tumor growth and induce apoptosis. Metabolic reprogramming also plays an important role in maintaining the growth advantage of tumor cells and enhancing the chemotherapy tolerance of lung cancer. This review summarizes abnormal changes in the metabolism of glucose, fat and amino acids in lung cancer, and the underlying molecular mechanism, with the aim of providing novel ideas for the prevention, early diagnosis and treatment of lung cancer.",,,"lung cancer,metabolic reprogramming",
36342228,7.599778661873281,Female and male C57BL/6J offspring exposed to maternal obesogenic diet develop altered hypothalamic energy metabolism in adulthood.,08-11-2022,American journal of physiology. Endocrinology and metabolism,Journal Article,"{'b': 'NEW & NOTEWORTHY', '#text': 'Maternal obesity is exceedingly common and strongly linked to offspring obesity and metabolic disease. Hypothalamic function is critical to obesity development. Hypothalamic mechanisms causing obesity following exposure to maternal obesity have not been elucidated. Therefore, we studied a cohort of C57BL/6J dams, treated with a control or high-fat-high-sugar diet, and their adult offspring to explore potential hypothalamic mechanisms to explain the link between maternal and offspring obesity. Dams treated with obesogenic diet were heavier with mild insulin resistance, which is reflective of the most common metabolic disease in pregnancy. Adult offspring exposed to maternal obesogenic diet had no change in body weight but significant increase in fat mass, decreased glucose tolerance, decreased insulin sensitivity, elevated plasma leptin, and elevated plasma thyroid-stimulating hormone. In addition, offspring exposed to maternal obesity had decreased energy intake and activity without change in basal metabolic rate. Hypothalamic neurochemical profile and transcriptome demonstrated decreased neuronal activity and inhibition of oxidative phosphorylation. Collectively, these results indicate that maternal obesity without diabetes is associated with adiposity and decreased hypothalamic energy production in offspring. We hypothesize that altered hypothalamic function significantly contributes to obesity development. Future studies focused on neuroprotective strategies aimed to improve hypothalamic function may decrease obesity development. Offspring exposed to maternal diet-induced obesity demonstrate a phenotype consistent with energy excess. Contrary to previous studies, the observed energy phenotype was not associated with hyperphagia or decreased basal metabolic rate but rather decreased hypothalamic neuronal activity and energy production. This was supported by neurochemical changes in the hypothalamus as well as inhibition of hypothalamic oxidative phosphorylation pathway. These results highlight the potential for neuroprotective interventions in the prevention of obesity with fetal origins.'}",,,"energy metabolism,fetal development,hypothalamus,obesity,sex differences","Humans,Animals,Mice,Female,Male,Pregnancy,Obesity, Maternal,Hypothalamus,Obesity,Energy Metabolism,Diet, High-Fat,Insulin Resistance,Mice, Inbred C57BL,Metabolic Diseases,Prenatal Exposure Delayed Effects,Maternal Nutritional Physiological Phenomena"
36231124,7.593951278376953,Multi- and Transgenerational Effects of Environmental Toxicants on Mammalian Reproduction.,17-10-2022,Cells,"Journal Article,Review,Research Support, Non-U.S. Gov't","Environmental toxicants (ETs) are an exogenous chemical group diffused in the environment that contaminate food, water, air and soil, and through the food chain, they bioaccumulate into the organisms. In mammals, the exposure to ETs can affect both male and female fertility and their reproductive health through complex alterations that impact both gametogeneses, among other processes. In humans, direct exposure to ETs concurs to the declining of fertility, and its transmission across generations has been recently proposed. However, multi- and transgenerational inheritances of ET reprotoxicity have only been demonstrated in animals. Here, we review recent studies performed on laboratory model animals investigating the effects of ETs, such as BPA, phthalates, pesticides and persistent contaminants, on the reproductive system transmitted through generations. This includes multigenerational effects, where exposure to the compounds cannot be excluded, and transgenerational effects in unexposed animals. Additionally, we report on epigenetic mechanisms, such as DNA methylation, histone tails and noncoding RNAs, which may play a mechanistic role in a nongenetic transmission of environmental information exposure through the germline across generations.","Histones,Pesticides,Soil",,"endocrine-disrupting compounds,environmental toxicants,epigenetic inheritance,fertility,folliculogenesis,multigenerational effect,oocyte,reproduction,sperm,spermatogenesis,transgenerational effect","Animals,Female,Histones,Humans,Male,Mammals,Pesticides,Reproduction,Soil,Water Pollution, Chemical"
35493517,7.5923106846987745,The Interplay Between Inflammation and Stromal Components in Pancreatic Cancer.,03-05-2022,Frontiers in immunology,"Journal Article,Review,Research Support, Non-U.S. Gov't","Inflammation involves interactions between various immune cells, inflammatory cells, chemokines and cytokines in pancreatic cancer. Cancer cells as well as surrounding stromal and inflammatory cells establish an inflammatory tumor microenvironment (TME). Inflammation is closely associated with immunity. Meanwhile, immune cells are involved in both inflammation and immune response. Tumor-promoting inflammation and tumor-suppressive immunity are two main characteristics of the tumor microenvironment in pancreatic cancer. Yet, the mechanism of inflammation and immune response in pancreatic cancer development is still unclear due to the dual role of some cytokines and the complicated crosstalk between tumor and stromal components in TME. In this review, we outline the principal cytokines and stromal cells in the pancreatic TME that are involved in the tumor-promoting and immunosuppressive effects of inflammation, and discuss the interaction between inflammation and stromal components in pancreatic cancer progression. Moreover, the clinical approaches based on targeting TME in pancreatic cancer are also summarized. Defining the mechanisms of interplay between inflammation and stromal components will be essential for further development of anti-cancer therapies.",Cytokines,,"crosstalk,immune response,inflammation,pancreatic cancer,tumor microenvironment","Cytokines,Humans,Inflammation,Pancreatic Neoplasms,Tumor Microenvironment"
36175539,7.591954521457123,"Cell death and inflammation during obesity: ""Know my methods, WAT(son)"".",03-10-2022,Cell death and differentiation,"Journal Article,Review","Obesity is a state of low-grade chronic inflammation that causes multiple metabolic diseases. During obesity, signalling via cytokines of the TNF family mediate cell death and inflammation within the adipose tissue, eventually resulting in lipid spill-over, glucotoxicity and insulin resistance. These events ultimately lead to ectopic lipid deposition, glucose intolerance and other metabolic complications with life-threatening consequences. Here we review the literature on how inflammatory responses affect metabolic processes such as energy homeostasis and insulin signalling. This review mainly focuses on the role of cell death in the adipose tissue as a key player in metabolic inflammation.",,,,
36264759,7.589046701317289,Intracellular Chloride Channels Regulate Endothelial Metabolic Reprogramming in Pulmonary Arterial Hypertension.,20-10-2022,American journal of respiratory cell and molecular biology,Journal Article,"Mitochondrial fission and a metabolic switch from oxidative phosphorylation to glycolysis are key features of vascular pathology in pulmonary arterial hypertension (PAH) and are associated with exuberant endothelial proliferation and apoptosis. The underlying mechanisms are poorly understood. We describe the contribution of two intracellular chloride channel proteins CLIC1 and CLIC4, both highly expressed in PAH and cancer, to mitochondrial dysfunction and energy metabolism in PAH endothelium. Pathological overexpression of CLIC proteins induces mitochondrial fragmentation, inhibits mitochondrial cristae formation and induces metabolic shift towards glycolysis in human pulmonary artery endothelial cells, consistent with changes observed in patient-derived cells. Interactions of CLIC proteins with structural components of the inner mitochondrial membrane offer mechanistic insights. Endothelial CLIC4 excision and mitofusin 2 supplementation have protective effects in human PAH cells and pre-clinical PAH. This study is first to demonstrate the key role of endothelial intracellular chloride channels in the regulation of mitochondrial structure, biogenesis, and metabolic reprogramming in expression of the PAH phenotype.",,,"chloride channels,endothelial,metabolism,mitochondria,pulmonary hypertension",
36109257,7.588963585626232,Role of DNA damage in the pathogenesis of atherosclerosis.,15-09-2022,Journal of cardiology,"Journal Article,Review","Atherosclerosis is a cause of coronary artery disease, abdominal aortic aneurysm, and stroke. The pathogenesis underlying atherosclerosis is complex but it is clear that inflammation plays a pivotal role. Inflammation in atherosclerosis is triggered by the recognition of intracellular contents released from damaged cells by pattern recognition receptors, and is therefore sterile and chronic. Because the DNA of these cells is damaged, cellular senescence is also involved in this inflammation. Here, we will discuss the emerging evidence of a relationship between DNA damage and inflammation in the pathogenesis of atherosclerosis, with a focus on intracellular events and cell fates that arise following DNA damage. Recent evidence will lead us to potential therapeutic targets and allow us to explore potential preventative and therapeutic strategies.",,,"Atherosclerosis,Cytosolic DNA,DNA damage,Inflammation,Senescence",
35701692,7.587833663056149,Metabolite Effect on Angiogenesis: Insights from Transcriptome Analysis.,22-08-2022,Cell biochemistry and biophysics,Journal Article,"Metabolic status of the cells is important in the expression of the angiogenic phenotype in endothelial cells. Our earlier studies demonstrated the effects of metabolites such as lactate, citrate and lipoxygenase products, on VEGFA-VEGFR2 signaling pathway. Though this link between metabolite status and molecular mechanisms of angiogenesis is becoming evident, it is not clear how it affects genome-level expression in endothelial cells, critical to angiogenesis. In the present study, computational analysis was carried out on the transcriptome data of 4 different datasets where HUVECs were exposed to low and high glucose, both in vitro and in vivo, and the expression of a key enzyme involved in glucose metabolism is altered. The differentially expressed genes belonging to both VEGFA-VEGFR2 signaling pathway, as well as several VEGF signature genes as hub genes were also identified. These findings suggest the metabolite dependence, particularly glucose dependence, of angiogenesis, involving modulation of genome-level expression of angiogenesis- functional genome. This is important in tumor angiogenesis where reprogramming of metabolism is critical.","Angiogenesis Inhibitors,Vascular Endothelial Growth Factor A,Vascular Endothelial Growth Factor Receptor-2,Glucose",,"Angiogenesis,Differentially expressed genes,Endothelial cells,Glucose,Metabolite,VEGF responsive signature genes","Angiogenesis Inhibitors,Gene Expression Profiling,Glucose,Human Umbilical Vein Endothelial Cells,Humans,Neovascularization, Pathologic,Vascular Endothelial Growth Factor A,Vascular Endothelial Growth Factor Receptor-2"
35790577,7.586035900143299,Mitochondria: intracellular sentinels of infections.,25-07-2022,Medical microbiology and immunology,"Journal Article,Review","Structure and integrity of the mitochondrial network play important roles in many cellular processes. Loss of integrity can lead to the activation of a variety of signalling pathways and affect the cell's response to infections. The activation of such mitochondria-mediated cellular responses has implications for infection recognition, signal transduction and pathogen control. Although we have a basic understanding of mitochondrial factors such as mitochondrial DNA or RNA that may be involved in processes like pro-inflammatory signalling, the diverse roles of mitochondria in host defence remain unclear. Here we will first summarise the functions of mitochondria in the host cell and provide an overview of the major known mitochondrial stress responses. We will then present recent studies that have contributed to the understanding of the role of mitochondria in infectious diseases and highlight a number of recently investigated models of bacterial and viral infections.",,,"Infection,Inflammation,Innate immunity,Metabolism,Mitochondria,Stress responses","Humans,Immunity, Innate,Mitochondria,Signal Transduction,Virus Diseases"
36291902,7.585732504165265,The Mechanistic Roles of Sirtuins in Breast and Prostate Cancer.,30-10-2022,Cancers,"Journal Article,Review","Mammalian sirtuins (SIRT1-7) are involved in a myriad of cellular processes, including apoptosis, proliferation, differentiation, epithelial-mesenchymal transition, aging, DNA repair, senescence, viability, survival, and stress response. In this review, we discuss the current information on the mechanistic roles of SIRT1-7 and their downstream effects (tumor promotion or suppression) in cancers of the breast and prostate. Specifically, we highlight the involvement of sirtuins in the regulation of various proteins implicated in proliferation, apoptosis, autophagy, chemoresistance, invasion, migration, and metastasis of breast and prostate cancer. Additionally, we highlight the available information regarding SIRT1-7 regulation by miRNAs, laying much emphasis on the consequences in the progression of breast and prostate cancer.",,,"breast,cancer,metastasis,miRNA,progression,promotion,prostate,sirtuins,suppression,tumor",
35992921,7.58448229833704,Epigenetic regulation of synaptic disorder in Alzheimer's disease.,23-08-2022,Frontiers in neuroscience,"Journal Article,Review","{'i': 'via', '#text': ""Synapses are critical structures involved in neurotransmission and neuroplasticity. Their activity depends on their complete structure and function, which are the basis of learning, memory, and cognitive function. Alzheimer's disease (AD) is neuropathologically characterized by synaptic loss, synaptic disorder, and plasticity impairment. AD pathogenesis is characterized by complex interactions between genetic and environmental factors. Changes in various receptors on the postsynaptic membrane, synaptic components, and dendritic spines lead to synaptic disorder. Changes in epigenetic regulation, including DNA methylation, RNA interference, and histone modification, are closely related to AD. These can affect neuronal and synaptic functions by regulating the structure and expression of neuronal genes. Some drugs have ameliorated synaptic and neural dysfunction in AD models  epigenetic regulation. We reviewed the recent progress on pathological changes and epigenetic mechanisms of synaptic dysregulation in AD to provide a new perspective on this disease.""}",,,"Alzheimer’s disease,DNA methylation,RNA interference,epigenetics,histone modifications,memory impairment,synaptic disorders,therapeutic target",
35923851,7.584180079806991,Extracellular vimentin is expressed at the rear of activated macrophage-like cells: Potential role in enhancement of migration and phagocytosis.,05-08-2022,Frontiers in cell and developmental biology,Journal Article,"Macrophages have a vital role in the immune system through elimination of cell debris and microorganisms by phagocytosis. The activation of macrophages by tumour necrosis factor-α induces expression of extracellular cell-surface vimentin and promotes release of this vimentin into the extracellular environment. Vimentin is a cytoskeletal protein that is primarily located in the cytoplasm of cells. However, under circumstances like injury, stress, senescence and activation, vimentin can be expressed on the extracellular cell surface, or it can be released into the extracellular space. The characteristics of this extracellular vimentin, and its implications for the functional role of macrophages and the mechanism of secretion remain unclear. Here, we demonstrate that vimentin is released mainly from the back of macrophage-like cells. This polarisation is strongly enhanced upon macrophage activation. One-dimensional patterned lines showed that extracellular cell-surface vimentin is localised primarily at the back of activated macrophage-like cells. Through two-dimensional migration and phagocytosis assays, we show that this extracellular vimentin enhances migration and phagocytosis of macrophage-like cells. We further show that this extracellular vimentin forms agglomerates on the cell surface, in contrast to its intracellular filamentous form, and that it is released into the extracellular space in the form of small fragments. Taken together, we provide new insights into the release of extracellular cell-surface vimentin and its implications for macrophage functionality.",,,"activation,extracellular vimentin,macrophages,migration,phagocytosis,polarisation,vimentin secretion",
36194343,7.582244650288994,Temporal decline of sperm concentration: role of endocrine disruptors.,04-10-2022,Endocrine,"Journal Article,Review","[{'@Label': 'INTRODUCTION', '@NlmCategory': 'BACKGROUND', '#text': 'Male infertility is a widespread disease with an etiology that is not always clear. A number of studies have reported a decrease in sperm production in the last forty years. Although the reasons are still undefined, the change in environmental conditions and the higher exposure to endocrine-disrupting chemicals (EDCs), namely bisphenol A, phthalates, polychlorinated biphenyls, polybrominated diphenyl esters, dichlorodiphenyl-dichloroethylene, pesticides, and herbicides, organophosphates, and heavy metals, starting from prenatal life may represent a possible factor justifying the temporal decline in sperm count.'}, {'@Label': 'AIM', '@NlmCategory': 'OBJECTIVE', '#text': 'The aim of this study is to provide a comprehensive description of the effects of the exposure to EDCs on testicular development, spermatogenesis, the prevalence of malformations of the male genital tract (cryptorchidism, testicular dysgenesis, and hypospadias), testicular tumor, and the mechanisms of testicular EDC-mediated damage.'}, {'@Label': 'NARRATIVE REVIEW', '@NlmCategory': 'UNASSIGNED', '#text': 'Animal studies confirm the deleterious impact of EDCs on the male reproductive apparatus. EDCs can compromise male fertility by binding to hormone receptors, dysregulating the expression of receptors, disrupting steroidogenesis and hormonal metabolism, and altering the epigenetic mechanisms. In humans, exposure to EDCs has been associated with poor semen quality, increased sperm DNA fragmentation, increased gonadotropin levels, a slightly increased risk of structural abnormalities of the genital apparatus, such as cryptorchidism and hypospadias, and development of testicular tumor. Finally, maternal exposure to EDCs seems to predispose to the risk of developing testicular tumors.'}, {'@Label': 'CONCLUSION', '@NlmCategory': 'CONCLUSIONS', '#text': 'EDCs negatively impact the testicular function, as suggested by evidence in both experimental animals and humans. A prenatal and postnatal increase to EDC exposure compared to the past may likely represent one of the factors leading to the temporal decline in sperm counts.'}]",,,"Decline,Endocrine disruptors,Sperm concentration,Spermatogenesis",
35924253,7.580788600674114,"Macrophage Polarization, Metabolic Reprogramming, and Inflammatory Effects in Ischemic Heart Disease.",05-08-2022,Frontiers in immunology,"Journal Article,Review,Research Support, Non-U.S. Gov't","Macrophages are highly plastic cells, and the polarization-activating actions that represent their functional focus are closely related to metabolic reprogramming. The metabolic reprogramming of macrophages manifests itself as a bias toward energy utilization, transforming their inflammatory phenotype by changing how they use energy. Metabolic reprogramming effects crosstalk with the biological processes of inflammatory action and are key to the inflammatory function of macrophages. In ischemic heart disease, phenotypic polarization and metabolic shifts in circulating recruitment and tissue-resident macrophages can influence the balance of inflammatory effects in the heart and determine disease regression and prognosis. In this review, we present the intrinsic link between macrophage polarization and metabolic reprogramming, discussing the factors that regulate macrophages in the inflammatory effects of ischemic heart disease. Our aim is to estabilsh reliable regulatory pathways that will allow us to better target the macrophage metabolic reprogramming process and improve the symptoms of ischemic heart disease.",,,"inflammation,ischemic heart disease,macrophage,metabolic reprogramming,polarization","Humans,Macrophage Activation,Macrophages,Myocardial Ischemia,Phenotype"
36421473,7.580734886146893,New Insights into the Gut Microbiota in Neurodegenerative Diseases from the Perspective of Redox Homeostasis.,26-11-2022,"Antioxidants (Basel, Switzerland)","Journal Article,Review","An imbalance between oxidants and antioxidants in the body can lead to oxidative stress, which is one of the major causes of neurodegenerative diseases. The gut microbiota contains trillions of beneficial bacteria that play an important role in maintaining redox homeostasis. In the last decade, the microbiota-gut-brain axis has emerged as a new field that has revolutionized the study of the pathology, diagnosis, and treatment of neurodegenerative diseases. Indeed, a growing number of studies have found that communication between the brain and the gut microbiota can be accomplished through the endocrine, immune, and nervous systems. Importantly, dysregulation of the gut microbiota has been strongly associated with the development of oxidative stress-mediated neurodegenerative diseases. Therefore, a deeper understanding of the relationship between the gut microbiota and redox homeostasis will help explain the pathogenesis of neurodegenerative diseases from a new perspective and provide a theoretical basis for proposing new therapeutic strategies for neurodegenerative diseases. In this review, we will describe the role of oxidative stress and the gut microbiota in neurodegenerative diseases and the underlying mechanisms by which the gut microbiota affects redox homeostasis in the brain, leading to neurodegenerative diseases. In addition, we will discuss the potential applications of maintaining redox homeostasis by modulating the gut microbiota to treat neurodegenerative diseases, which could open the door for new therapeutic approaches to combat neurodegenerative diseases.",,,"gut microbiota,microbiota–gut–brain axis,neurodegenerative diseases,oxidative stress,redox homeostasis",
35909533,7.579447922166076,Prenatal Pollutant Exposures and Hypothalamic Development: Early Life Disruption of Metabolic Programming.,02-08-2022,Frontiers in endocrinology,"Journal Article,Review,Research Support, Non-U.S. Gov't,Research Support, N.I.H., Extramural","Environmental contaminants in ambient air pollution pose a serious risk to long-term metabolic health. Strong evidence shows that prenatal exposure to pollutants can significantly increase the risk of Type II Diabetes (T2DM) in children and all ethnicities, even without the prevalence of obesity. The central nervous system (CNS) is critical in regulating whole-body metabolism. Within the CNS, the hypothalamus lies at the intersection of the neuroendocrine and autonomic systems and is primarily responsible for the regulation of energy homeostasis and satiety signals. The hypothalamus is particularly sensitive to insults during early neurodevelopmental periods and may be susceptible to alterations in the formation of neural metabolic circuitry. Although the precise molecular mechanism is not yet defined, alterations in hypothalamic developmental circuits may represent a leading cause of impaired metabolic programming. In this review, we present the current knowledge on the links between prenatal pollutant exposure and the hypothalamic programming of metabolism.",Environmental Pollutants,,"air pollution,diabetes,hypothalamic development,metabolic programming,metabolic syndrome,neuroinflammation,prenatal environmental exposures","Air Pollution,Child,Diabetes Mellitus, Type 2,Environmental Pollutants,Female,Humans,Hypothalamus,Neurosecretory Systems,Pregnancy"
35921051,7.5776627776778644,Antioxidants Supplementation During Exercise: Friends or Enemies for Cardiovascular Homeostasis?,03-08-2022,Journal of cardiovascular translational research,"Journal Article,Review","Exercise is a preferred strategy for improving cardiac function, especially for patients with cardiovascular diseases. Increasing evidence indicates that oxidative stress is involved in exercise-induced cardioprotection, while the underlying mechanism remains unclear. Furthermore, the effect of antioxidant supplementation during or post-exercise still exists despite divergences. To explore the effect of oxidative stress and antioxidant supplementation on cardiovascular homeostasis during or post-exercise, we take insights into the progress of exercise-induced oxidative stress, antioxidant supplementation, and cardiovascular homeostasis. In particular, antioxidants such as vitamin C or E, gamma-oryzanol, and other natural antioxidants are discussed concerning regulating exercise-associated oxidative stress. Additionally, our present study reviewed and discussed a meta-analysis of antioxidant supplementation during exercise. Overall, we take an insight into the essential biological adaptations in response to exercise and the effects of antioxidant supplementation on cardiac function, which aid us in giving recommendations on antioxidant supplementation for exercisers and exercised people. A better understanding of these issues will broaden our knowledge of exercise physiology.",,,"Antioxidants,Cardiovascular diseases,Exercise,Oxidative stress",
36265657,7.577471905875254,Emerging hallmarks of endometriosis metabolism: A promising target for the treatment of endometriosis.,18-11-2022,Biochimica et biophysica acta. Molecular cell research,"Journal Article,Review","Endometriosis, characterized by ectopic endometrium growth in the extrauterine environment, is one of the most notable diseases of the female reproductive system. Worldwide, endometriosis affects nearly 10 % of women in their reproductive years and causes a significant decline in quality of life. Despite extensive investigations of endometriosis over the past years, the mechanisms of endometriosis pathogenesis remain unclear. In recent years, metabolic factors have increasingly been considered factors in endometriosis. There is compelling evidence regarding the progress of endometriosis in the context of severe metabolic dysfunction. Hence, the curative strategies and ongoing attempts to conquer endometriosis might start with metabolic pathways. This review focuses on metabolic mechanisms and summarizes current research progress. These findings provide valuable information for the non-intrusive diagnosis of the disease and may contribute to the understanding of the pathogenesis of endometriosis.",,,"Endometriosis,Glucose metabolism,Iron,Lipid metabolism,Vitamin","Female,Humans,Endometriosis,Quality of Life,Endometrium"
36338888,7.575835281695451,Risk factors for small intestinal adenocarcinomas that are common in the proximal small intestine.,08-11-2022,World journal of gastroenterology,"Journal Article,Review","The frequency of primary small intestinal adenocarcinoma is increasing but is still low. Its frequency is approximately 3% of that of colorectal adenocarcinoma. Considering that the small intestine occupies 90% of the surface area of the gastrointestinal tract, small intestinal adenocarcinoma is very rare. The main site of small intestinal adenocarcinoma is the proximal small intestine. Based on this characteristic, dietary animal proteins/lipids and bile concentrations are implicated and reported to be involved in carcinogenesis. Since most nutrients are absorbed in the proximal small intestine, the effect of absorbable intestinal content is a suitable explanation for why small intestinal adenocarcinoma is more common in the proximal small intestine. The proportion of aerobic bacteria is high in the proximal small intestine, but the absolute number of bacteria is low. In addition, the length and density of villi are greater in the proximal small intestine. However, the involvement of villi is considered to be low because the number of small intestinal adenocarcinomas is much smaller than that of colorectal adenocarcinomas. On the other hand, the reason for the low incidence of small intestinal adenocarcinoma in the distal small intestine may be that immune organs reside there. Genetic and disease factors increase the likelihood of small intestinal adenocarcinoma. In carcinogenesis experiments in which the positions of the small and large intestines were exchanged, tumors still occurred in the large intestinal mucosa more often. In other words, the influence of the intestinal contents is small, and there is a large difference in epithelial properties between the small intestine and the large intestine. In conclusion, small intestinal adenocarcinoma is rare compared to large intestinal adenocarcinoma due to the nature of the epithelium. It is reasonable to assume that diet is a trigger for small intestinal adenocarcinoma.",,,"Adenocarcinoma,Carcinogenesis,Large intestine,Risk factor,Small intestine","Animals,Intestine, Small,Adenocarcinoma,Colorectal Neoplasms,Duodenal Neoplasms,Intestinal Mucosa,Risk Factors,Carcinogenesis"
35682981,7.575210369237068,Gonadotropin Cell Transduction Mechanisms.,13-06-2022,International journal of molecular sciences,Editorial,"The intention of this Special Edition was to collect review and original research articles that illustrate and stimulate the growing efforts to highlight the mechanisms of action of gonadotropins, as well as deepen our understanding of their biological roles in health and disease, aiming at revealing novel therapeutic opportunities in reproductive and regenerative medicine [...].",Gonadotropins,,,"Gonadotropins,Reproduction,Virus Physiological Phenomena"
35574022,7.574766029475084,"Mechanism of Inflammatory Associated Impairment of Sperm Function, Spermatogenesis and Steroidogenesis.",19-05-2022,Frontiers in endocrinology,"Journal Article,Review,Research Support, Non-U.S. Gov't","Infection and inflammation are relevant entities of male reproductive disorders that can lead to sub-/infertility. Associated damage of the testis of affected men and in rodent models include leukocytic infiltration, edema formation, fibrosis, germ cell loss and reduced androgen levels. Negative effects on spermatogenesis are thought to be elicited by oxidative stress sustained mostly by increased levels of ROS and pro-inflammatory cytokines. Under normal conditions these cytokines have physiological functions. However, increased levels as seen in inflammation and infection, but also in obesity and cancer are harmful for germ cells and impair steroidogenesis. As a summary, there is mounting evidence that the activation of inflammatory pathways is a rather common feature in various forms of male testicular disorders that extends beyond established infectious/inflammatory cues. This mini review will focus on relevant entities and the mechanisms of how a dysbalance of local testicular factors contributes to disturbances of spermatogenesis and steroidogenesis.",Cytokines,,"ROS,autoimmunity,chemokines,cytokines,oxidative stress,paracrine regulation,testicular infection,testicular inflammation","Cytokines,Humans,Inflammation,Male,Spermatogenesis,Spermatozoa,Testis"
35477799,7.571962097786067,"Exposure to 3,3',4,4',5-Pentachlorobiphenyl (PCB126) Causes Widespread DNA Hypomethylation in Adult Zebrafish Testis.",29-06-2022,Toxicological sciences : an official journal of the Society of Toxicology,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, Non-P.H.S.","Exposure to environmental toxicants during preconception has been shown to affect offspring health and epigenetic mechanisms such as DNA methylation are hypothesized to be involved in adverse outcomes. However, studies addressing the effects of exposure to environmental toxicants during preconception on epigenetic changes in gametes are limited. The objective of this study is to determine the effect of preconceptional exposure to a dioxin-like polychlorinated biphenyl (3,3',4,4',5-pentachlorobiphenyl [PCB126]) on DNA methylation and gene expression in testis. Adult zebrafish were exposed to 3 and 10 nM PCB126 for 24 h and testis tissue was sampled at 7 days postexposure for histology, DNA methylation, and gene expression profiling. Reduced representation bisulfite sequencing revealed 37 and 92 differentially methylated regions (DMRs) in response to 3 and 10 nM PCB126 exposures, respectively. Among them, 19 DMRs were found to be common between both PCB126 treatment groups. Gene ontology (GO) analysis of DMRs revealed that enrichment of terms such as RNA processing, iron-sulfur cluster assembly, and gluconeogenesis. Gene expression profiling showed differential expression of 40 and 1621 genes in response to 3 and 10 nM PCB126 exposures, respectively. GO analysis of differentially expressed genes revealed enrichment of terms related to xenobiotic metabolism, oxidative stress, and immune function. There is no overlap in the GO terms or individual genes between DNA methylation and RNA sequencing results, but functionally many of the altered pathways have been shown to cause spermatogenic defects.","DNA,Polychlorinated Biphenyls,3,4,5,3',4'-pentachlorobiphenyl",,"DNA methylation,dioxin-like PCBs,environmental epigenetics,testis,zebrafish","Animals,DNA,DNA Methylation,Male,Polychlorinated Biphenyls,Testis,Zebrafish"
36257532,7.5711618435569,Differentiation therapy: Unlocking phenotypic plasticity of hepatocellular carcinoma.,29-11-2022,Critical reviews in oncology/hematology,"Journal Article,Review","Hepatocellular carcinoma (HCC) is one of the most common malignant tumors. The current treatment of HCC mainly includes surgery, chemotherapy, and liver transplantation. HCC differentiation therapy aims to restore tumor cells' normal liver characteristics and unlock their phenotypic plasticity. Understanding the molecular and signaling pathways that control HCC differentiation can help identify new targets for inducing differentiation and provide ideas for drug design. Downregulation of liver enriched transcription factors, imbalanced signal pathway, and dysregulated microRNA play essential roles in regulating the differentiation state of HCC. Restoring normal expression levels of these molecules could induce the tumor cells to differentiate into hepatocyte-like cells (HLCs) and suppress the malignant tumor phenotype. The strategies for inducing HLCs from induced pluripotent stem cells, fibroblasts, and other somatic cells provide a reference for the induced differentiation of liver cancer. The differentiation therapy is expected to be a promising and effective treatment for HCC.",,,"Differentiation therapy,Hepatocellular carcinoma,Phenotypic plasticity","Humans,Carcinoma, Hepatocellular,Liver Neoplasms,Cell Differentiation,Induced Pluripotent Stem Cells,Adaptation, Physiological,Cell Line, Tumor"
